"Country or Area","Year","Area","Sex","City","City type","Record Type","Reliability","Source Year","Value","Value Footnotes"
"United States of America","2008","Total","Both Sexes","Denver (CO)","City proper","Estimate - de jure","Final figure, complete","2009","598707","2,3"
"United States of America","2008","Total","Both Sexes","Des Moines (IA)","City proper","Estimate - de jure","Final figure, complete","2009","197052","2,3"
"United States of America","2008","Total","Both Sexes","Detroit (MI)","City proper","Estimate - de jure","Final figure, complete","2009","912062","2,3"
"United States of America","2008","Total","Both Sexes","Downey (CA)","City proper","Estimate - de jure","Final figure, complete","2009","107587","2,3"
"United States of America","2008","Total","Both Sexes","Durham (NC)","City proper","Estimate - de jure","Final figure, complete","2009","223284","2,3"
"United States of America","2008","Total","Both Sexes","El Monte (CA)","City proper","Estimate - de jure","Final figure, complete","2009","121791","2,3"
"United States of America","2008","Total","Both Sexes","El Paso (TX)","City proper","Estimate - de jure","Final figure, complete","2009","613190","2,3"
"United States of America","2008","Total","Both Sexes","Elgin (IL)","City proper","Estimate - de jure","Final figure, complete","2009","106330","2,3"
"United States of America","2008","Total","Both Sexes","Elizabeth (NJ)","City proper","Estimate - de jure","Final figure, complete","2009","124755","2,3"
"United States of America","2008","Total","Both Sexes","Elk Grove (CA)","City proper","Estimate - de jure","Final figure, complete","2009","133003","2,3"
"United States of America","2008","Total","Both Sexes","Erie (PA)","City proper","Estimate - de jure","Final figure, complete","2009","103817","2,3"
"United States of America","2008","Total","Both Sexes","Escondido (CA)","City proper","Estimate - de jure","Final figure, complete","2009","137103","2,3"
"United States of America","2008","Total","Both Sexes","Eugene (OR)","City proper","Estimate - de jure","Final figure, complete","2009","150104","2,3"
"United States of America","2008","Total","Both Sexes","Evansville (IN)","City proper","Estimate - de jure","Final figure, complete","2009","116309","2,3"
"United States of America","2008","Total","Both Sexes","Fairfield (CA)","City proper","Estimate - de jure","Final figure, complete","2009","103683","2,3"
"United States of America","2008","Total","Both Sexes","Fayetteville (NC)","City proper","Estimate - de jure","Final figure, complete","2009","174091","2,3"
"United States of America","2008","Total","Both Sexes","Flint (MI)","City proper","Estimate - de jure","Final figure, complete","2009","112900","2,3"
"United States of America","2008","Total","Both Sexes","Fontana (CA)","City proper","Estimate - de jure","Final figure, complete","2009","184984","2,3"
"United States of America","2008","Total","Both Sexes","Fort Collins (CO)","City proper","Estimate - de jure","Final figure, complete","2009","136509","2,3"
"United States of America","2008","Total","Both Sexes","Fort Lauderdale (FL)","City proper","Estimate - de jure","Final figure, complete","2009","183126","2,3"
"United States of America","2008","Total","Both Sexes","Fort Wayne (IN)","City proper","Estimate - de jure","Final figure, complete","2009","251591","2,3"
"United States of America","2008","Total","Both Sexes","Fort Worth (TX)","City proper","Estimate - de jure","Final figure, complete","2009","703073","2,3"
"United States of America","2008","Total","Both Sexes","Fremont (CA)","City proper","Estimate - de jure","Final figure, complete","2009","202867","2,3"
"United States of America","2008","Total","Both Sexes","Fresno (CA)","City proper","Estimate - de jure","Final figure, complete","2009","476050","2,3"
"United States of America","2008","Total","Both Sexes","Fullerton (CA)","City proper","Estimate - de jure","Final figure, complete","2009","131868","2,3"
"United States of America","2008","Total","Both Sexes","Gainesville (FL)","City proper","Estimate - de jure","Final figure, complete","2009","114916","2,3"
"United States of America","2008","Total","Both Sexes","Garden Grove (CA)","City proper","Estimate - de jure","Final figure, complete","2009","165796","2,3"
"United States of America","2008","Total","Both Sexes","Garland (TX)","City proper","Estimate - de jure","Final figure, complete","2009","218577","2,3"
"United States of America","2008","Total","Both Sexes","Gilbert (AZ)","City proper","Estimate - de jure","Final figure, complete","2009","216449","2,3"
"United States of America","2008","Total","Both Sexes","Glendale (AZ)","City proper","Estimate - de jure","Final figure, complete","2009","251522","2,3"
"United States of America","2008","Total","Both Sexes","Glendale (CA)","City proper","Estimate - de jure","Final figure, complete","2009","197176","2,3"
"United States of America","2008","Total","Both Sexes","Grand Prairie (TX)","City proper","Estimate - de jure","Final figure, complete","2009","160641","2,3"
"United States of America","2008","Total","Both Sexes","Grand Rapids (MI)","City proper","Estimate - de jure","Final figure, complete","2009","193396","2,3"
"United States of America","2008","Total","Both Sexes","Green Bay (WI)","City proper","Estimate - de jure","Final figure, complete","2009","101025","2,3"
"United States of America","2008","Total","Both Sexes","Greensboro (NC)","City proper","Estimate - de jure","Final figure, complete","2009","250642","2,3"
"United States of America","2008","Total","Both Sexes","Gresham (OR)","City proper","Estimate - de jure","Final figure, complete","2009","101221","2,3"
"United States of America","2008","Total","Both Sexes","Hampton (VA)","City proper","Estimate - de jure","Final figure, complete","2009","145494","2,3"
"United States of America","2008","Total","Both Sexes","Hartford (CT)","City proper","Estimate - de jure","Final figure, complete","2009","124062","2,3"
"United States of America","2008","Total","Both Sexes","Hayward (CA)","City proper","Estimate - de jure","Final figure, complete","2009","142061","2,3"
"United States of America","2008","Total","Both Sexes","Henderson (NV)","City proper","Estimate - de jure","Final figure, complete","2009","252064","2,3"
"United States of America","2008","Total","Both Sexes","Hialeah (FL)","City proper","Estimate - de jure","Final figure, complete","2009","210542","2,3"
"United States of America","2008","Total","Both Sexes","High Point City (NC)","City proper","Estimate - de jure","Final figure, complete","2009","101835","2,3"
"United States of America","2008","Total","Both Sexes","Hollywood (FL)","City proper","Estimate - de jure","Final figure, complete","2009","141740","2,3"
"United States of America","2008","Total","Both Sexes","Urban Honolulu (HI)","City proper","Estimate - de jure","Final figure, complete","2009","374676","2,3"
"United States of America","2008","Total","Both Sexes","Houston (TX)","City proper","Estimate - de jure","Final figure, complete","2009","2242193","2,3"
"United States of America","2008","Total","Both Sexes","Huntington Beach (CA)","City proper","Estimate - de jure","Final figure, complete","2009","192620","2,3"
"United States of America","2008","Total","Both Sexes","Huntsville (AL)","City proper","Estimate - de jure","Final figure, complete","2009","176645","2,3"
"United States of America","2008","Total","Both Sexes","Independence (MO)","City proper","Estimate - de jure","Final figure, complete","2009","110440","2,3"
"United States of America","2008","Total","Both Sexes","Indianapolis (IN)","City proper","Estimate - de jure","Final figure, complete","2009","798382","2,3"
"United States of America","2008","Total","Both Sexes","Inglewood (CA)","City proper","Estimate - de jure","Final figure, complete","2009","112714","2,3"
"United States of America","2008","Total","Both Sexes","Irvine (CA)","City proper","Estimate - de jure","Final figure, complete","2009","207500","2,3"
"United States of America","2008","Total","Both Sexes","Irving (TX)","City proper","Estimate - de jure","Final figure, complete","2009","201358","2,3"
"United States of America","2008","Total","Both Sexes","Jackson (MS)","City proper","Estimate - de jure","Final figure, complete","2009","173861","2,3"
"United States of America","2008","Total","Both Sexes","Jacksonville (FL)","City proper","Estimate - de jure","Final figure, complete","2009","807815","2,3"
"United States of America","2008","Total","Both Sexes","Jersey City (NJ)","City proper","Estimate - de jure","Final figure, complete","2009","241114","2,3"
"United States of America","2008","Total","Both Sexes","Joliet (IL)","City proper","Estimate - de jure","Final figure, complete","2009","146125","2,3"
"United States of America","2008","Total","Both Sexes","Kansas City (KS)","City proper","Estimate - de jure","Final figure, complete","2009","142562","2,3"
"United States of America","2008","Total","Both Sexes","Kansas City (MO)","City proper","Estimate - de jure","Final figure, complete","2009","451572","2,3"
"United States of America","2008","Total","Both Sexes","Killeen (TX)","City proper","Estimate - de jure","Final figure, complete","2009","116934","2,3"
"United States of America","2008","Total","Both Sexes","Knoxville (TN)","City proper","Estimate - de jure","Final figure, complete","2009","184802","2,3"
"United States of America","2008","Total","Both Sexes","Lafayette (LA)","City proper","Estimate - de jure","Final figure, complete","2009","113656","2,3"
"United States of America","2008","Total","Both Sexes","Lakewood (CO)","City proper","Estimate - de jure","Final figure, complete","2009","140989","2,3"
"United States of America","2008","Total","Both Sexes","Lancaster (CA)","City proper","Estimate - de jure","Final figure, complete","2009","145469","2,3"
"United States of America","2008","Total","Both Sexes","Lansing (MI)","City proper","Estimate - de jure","Final figure, complete","2009","113968","2,3"
"United States of America","2008","Total","Both Sexes","Laredo (TX)","City proper","Estimate - de jure","Final figure, complete","2009","221659","2,3"
"United States of America","2008","Total","Both Sexes","Las Vegas (NV)","City proper","Estimate - de jure","Final figure, complete","2009","558383","2,3"
"United States of America","2008","Total","Both Sexes","Lewisville (TX)","City proper","Estimate - de jure","Final figure, complete","2009","101624","2,3"
"United States of America","2008","Total","Both Sexes","Lexington-Fayette (KY)","City proper","Estimate - de jure","Final figure, complete","2009","282114","2,3"
"United States of America","2008","Total","Both Sexes","Lincoln (NE)","City proper","Estimate - de jure","Final figure, complete","2009","251624","2,3"
"United States of America","2008","Total","Both Sexes","Little Rock (AR)","City proper","Estimate - de jure","Final figure, complete","2009","189515","2,3"
"United States of America","2008","Total","Both Sexes","Long Beach (CA)","City proper","Estimate - de jure","Final figure, complete","2009","463789","2,3"
"United States of America","2008","Total","Both Sexes","Los Angeles (CA)","City proper","Estimate - de jure","Final figure, complete","2009","3833995","2,3"
"United States of America","2008","Total","Both Sexes","Louisville (KY)","City proper","Estimate - de jure","Final figure, complete","2009","557224","2,3"
"United States of America","2008","Total","Both Sexes","Lowell (MA)","City proper","Estimate - de jure","Final figure, complete","2009","103615","2,3"
"United States of America","2008","Total","Both Sexes","Lubbock (TX)","City proper","Estimate - de jure","Final figure, complete","2009","220483","2,3"
"United States of America","2008","Total","Both Sexes","Madison (WI)","City proper","Estimate - de jure","Final figure, complete","2009","231916","2,3"
"United States of America","2008","Total","Both Sexes","Manchester (NH)","City proper","Estimate - de jure","Final figure, complete","2009","108586","2,3"
"United States of America","2008","Total","Both Sexes","McAllen (TX)","City proper","Estimate - de jure","Final figure, complete","2009","129776","2,3"
"United States of America","2008","Total","Both Sexes","McKinney City (TX)","City proper","Estimate - de jure","Final figure, complete","2009","121211","2,3"
"United States of America","2008","Total","Both Sexes","Memphis (TN)","City proper","Estimate - de jure","Final figure, complete","2009","669651","2,3"
"United States of America","2008","Total","Both Sexes","Mesa (AZ)","City proper","Estimate - de jure","Final figure, complete","2009","463552","2,3"
"United States of America","2008","Total","Both Sexes","Mesquite (TX)","City proper","Estimate - de jure","Final figure, complete","2009","132123","2,3"
"United States of America","2008","Total","Both Sexes","Miami (FL)","City proper","Estimate - de jure","Final figure, complete","2009","413201","2,3"
"United States of America","2008","Total","Both Sexes","Miami Gardens (FL)","City proper","Estimate - de jure","Final figure, complete","2009","109346","2,3"
"United States of America","2008","Total","Both Sexes","Midland City (TX)","City proper","Estimate - de jure","Final figure, complete","2009","106561","2,3"
"United States of America","2008","Total","Both Sexes","Milwaukee (WI)","City proper","Estimate - de jure","Final figure, complete","2009","604477","2,3"
"United States of America","2008","Total","Both Sexes","Minneapolis (MN)","City proper","Estimate - de jure","Final figure, complete","2009","382605","2,3"
"United States of America","2008","Total","Both Sexes","Miramar (FL)","City proper","Estimate - de jure","Final figure, complete","2009","108484","2,3"
"United States of America","2008","Total","Both Sexes","Mobile (AL)","City proper","Estimate - de jure","Final figure, complete","2009","191022","2,3"
"United States of America","2008","Total","Both Sexes","Modesto (CA)","City proper","Estimate - de jure","Final figure, complete","2009","202967","2,3"
"United States of America","2008","Total","Both Sexes","Montgomery (AL)","City proper","Estimate - de jure","Final figure, complete","2009","202696","2,3"
"United States of America","2008","Total","Both Sexes","Moreno Valley (CA)","City proper","Estimate - de jure","Final figure, complete","2009","190871","2,3"
"United States of America","2008","Total","Both Sexes","Murfreesboro (TN)","City proper","Estimate - de jure","Final figure, complete","2009","101753","2,3"
"United States of America","2008","Total","Both Sexes","Naperville (IL)","City proper","Estimate - de jure","Final figure, complete","2009","143117","2,3"
"United States of America","2008","Total","Both Sexes","Nashville-Davidson (TN)","City proper","Estimate - de jure","Final figure, complete","2009","596462","2,3"
"United States of America","2008","Total","Both Sexes","New Haven (CT)","City proper","Estimate - de jure","Final figure, complete","2009","123669","2,3"
"United States of America","2008","Total","Both Sexes","New Orleans (LA)","City proper","Estimate - de jure","Final figure, complete","2009","311853","2,3"
"United States of America","2008","Total","Both Sexes","New York (NY)","City proper","Estimate - de jure","Final figure, complete","2009","8363710","2,3"
"United States of America","2008","Total","Both Sexes","Newark (NJ)","City proper","Estimate - de jure","Final figure, complete","2009","278980","2,3"
"United States of America","2008","Total","Both Sexes","Newport News (VA)","City proper","Estimate - de jure","Final figure, complete","2009","179614","2,3"
"United States of America","2008","Total","Both Sexes","Norfolk (VA)","City proper","Estimate - de jure","Final figure, complete","2009","234220","2,3"
"United States of America","2008","Total","Both Sexes","Norman (OK)","City proper","Estimate - de jure","Final figure, complete","2009","106957","2,3"
"United States of America","2008","Total","Both Sexes","North Las Vegas (NV)","City proper","Estimate - de jure","Final figure, complete","2009","217253","2,3"
"United States of America","2008","Total","Both Sexes","Norwalk (CA)","City proper","Estimate - de jure","Final figure, complete","2009","102982","2,3"
"United States of America","2008","Total","Both Sexes","Oakland (CA)","City proper","Estimate - de jure","Final figure, complete","2009","404155","2,3"
"United States of America","2008","Total","Both Sexes","Oceanside (CA)","City proper","Estimate - de jure","Final figure, complete","2009","169684","2,3"
"United States of America","2008","Total","Both Sexes","Oklahoma City (OK)","City proper","Estimate - de jure","Final figure, complete","2009","551789","2,3"
"United States of America","2008","Total","Both Sexes","Olathe (KS)","City proper","Estimate - de jure","Final figure, complete","2009","119993","2,3"
"United States of America","2008","Total","Both Sexes","Omaha (NE)","City proper","Estimate - de jure","Final figure, complete","2009","438646","2,3"
"United States of America","2008","Total","Both Sexes","Ontario (CA)","City proper","Estimate - de jure","Final figure, complete","2009","171691","2,3"
"United States of America","2008","Total","Both Sexes","Orange (CA)","City proper","Estimate - de jure","Final figure, complete","2009","136392","2,3"
"United States of America","2008","Total","Both Sexes","Orlando (FL)","City proper","Estimate - de jure","Final figure, complete","2009","230519","2,3"
"United States of America","2008","Total","Both Sexes","Overland Park (KS)","City proper","Estimate - de jure","Final figure, complete","2009","171231","2,3"
"United States of America","2008","Total","Both Sexes","Oxnard (CA)","City proper","Estimate - de jure","Final figure, complete","2009","185717","2,3"
"United States of America","2008","Total","Both Sexes","Palmdale (CA)","City proper","Estimate - de jure","Final figure, complete","2009","143197","2,3"
"United States of America","2008","Total","Both Sexes","Palm Bay City (FL)","City proper","Estimate - de jure","Final figure, complete","2009","100786","2,3"
"United States of America","2008","Total","Both Sexes","Pasadena (CA)","City proper","Estimate - de jure","Final figure, complete","2009","143080","2,3"
"United States of America","2008","Total","Both Sexes","Pasadena (TX)","City proper","Estimate - de jure","Final figure, complete","2009","146439","2,3"
"United States of America","2008","Total","Both Sexes","Paterson (NJ)","City proper","Estimate - de jure","Final figure, complete","2009","145643","2,3"
"United States of America","2008","Total","Both Sexes","Pembroke Pines (FL)","City proper","Estimate - de jure","Final figure, complete","2009","145661","2,3"
"United States of America","2008","Total","Both Sexes","Peoria (AZ)","City proper","Estimate - de jure","Final figure, complete","2009","157960","2,3"
"United States of America","2008","Total","Both Sexes","Peoria (IL)","City proper","Estimate - de jure","Final figure, complete","2009","114114","2,3"
"United States of America","2008","Total","Both Sexes","Philadelphia (PA)","City proper","Estimate - de jure","Final figure, complete","2009","1447395","2,3"
"United States of America","2008","Total","Both Sexes","Phoenix (AZ)","City proper","Estimate - de jure","Final figure, complete","2009","1567924","2,3"
"United States of America","2008","Total","Both Sexes","Pittsburgh (PA)","City proper","Estimate - de jure","Final figure, complete","2009","310037","2,3"
"United States of America","2008","Total","Both Sexes","Plano (TX)","City proper","Estimate - de jure","Final figure, complete","2009","267480","2,3"
"United States of America","2008","Total","Both Sexes","Pomona (CA)","City proper","Estimate - de jure","Final figure, complete","2009","152699","2,3"
"United States of America","2008","Total","Both Sexes","Pompano Beach (FL)","City proper","Estimate - de jure","Final figure, complete","2009","101943","2,3"
"United States of America","2008","Total","Both Sexes","Port St. Lucie (FL)","City proper","Estimate - de jure","Final figure, complete","2009","154353","2,3"
"United States of America","2008","Total","Both Sexes","Portland (OR)","City proper","Estimate - de jure","Final figure, complete","2009","557706","2,3"
"United States of America","2008","Total","Both Sexes","Portsmouth (VA)","City proper","Estimate - de jure","Final figure, complete","2009","100577","2,3"
"United States of America","2008","Total","Both Sexes","Providence (RI)","City proper","Estimate - de jure","Final figure, complete","2009","171557","2,3"
"United States of America","2008","Total","Both Sexes","Provo (UT)","City proper","Estimate - de jure","Final figure, complete","2009","118581","2,3"
"United States of America","2008","Total","Both Sexes","Pueblo (CO)","City proper","Estimate - de jure","Final figure, complete","2009","104951","2,3"
"United States of America","2008","Total","Both Sexes","Raleigh (NC)","City proper","Estimate - de jure","Final figure, complete","2009","392552","2,3"
"United States of America","2008","Total","Both Sexes","Rancho Cucamonga (CA)","City proper","Estimate - de jure","Final figure, complete","2009","171176","2,3"
"United States of America","2008","Total","Both Sexes","Reno (NV)","City proper","Estimate - de jure","Final figure, complete","2009","217016","2,3"
"United States of America","2008","Total","Both Sexes","Richardson (TX)","City proper","Estimate - de jure","Final figure, complete","2009","101589","2,3"
"United States of America","2008","Total","Both Sexes","Richmond (CA)","City proper","Estimate - de jure","Final figure, complete","2009","102285","2,3"
"United States of America","2008","Total","Both Sexes","Richmond (VA)","City proper","Estimate - de jure","Final figure, complete","2009","202002","2,3"
"United States of America","2008","Total","Both Sexes","Riverside (CA)","City proper","Estimate - de jure","Final figure, complete","2009","295357","2,3"
"United States of America","2008","Total","Both Sexes","Rochester (MN)","City proper","Estimate - de jure","Final figure, complete","2009","100413","2,3"
"United States of America","2008","Total","Both Sexes","Rochester (NY)","City proper","Estimate - de jure","Final figure, complete","2009","206886","2,3"
"United States of America","2008","Total","Both Sexes","Rockford (IL)","City proper","Estimate - de jure","Final figure, complete","2009","157272","2,3"
"United States of America","2008","Total","Both Sexes","Roseville (CA)","City proper","Estimate - de jure","Final figure, complete","2009","112660","2,3"
"United States of America","2008","Total","Both Sexes","Round Rock (TX)","City proper","Estimate - de jure","Final figure, complete","2009","104446","2,3"
"United States of America","2008","Total","Both Sexes","Sacramento (CA)","City proper","Estimate - de jure","Final figure, complete","2009","463794","2,3"
"United States of America","2008","Total","Both Sexes","Salem (OR)","City proper","Estimate - de jure","Final figure, complete","2009","153435","2,3"
"United States of America","2008","Total","Both Sexes","Salinas (CA)","City proper","Estimate - de jure","Final figure, complete","2009","143640","2,3"
"United States of America","2008","Total","Both Sexes","Salt Lake City (UT)","City proper","Estimate - de jure","Final figure, complete","2009","181698","2,3"
"United States of America","2008","Total","Both Sexes","San Antonio (TX)","City proper","Estimate - de jure","Final figure, complete","2009","1351305","2,3"
"United States of America","2008","Total","Both Sexes","San Bernardino (CA)","City proper","Estimate - de jure","Final figure, complete","2009","198580","2,3"
"United States of America","2008","Total","Both Sexes","San Buenaventura (CA)","City proper","Estimate - de jure","Final figure, complete","2009","103706","2,3"
"United States of America","2008","Total","Both Sexes","San Diego (CA)","City proper","Estimate - de jure","Final figure, complete","2009","1279329","2,3"
"United States of America","2008","Total","Both Sexes","San Francisco (CA)","City proper","Estimate - de jure","Final figure, complete","2009","808976","2,3"
"United States of America","2008","Total","Both Sexes","San Jose (CA)","City proper","Estimate - de jure","Final figure, complete","2009","948279","2,3"
"United States of America","2008","Total","Both Sexes","Santa Ana (CA)","City proper","Estimate - de jure","Final figure, complete","2009","339130","2,3"
"United States of America","2008","Total","Both Sexes","Santa Clara (CA)","City proper","Estimate - de jure","Final figure, complete","2009","110200","2,3"
"United States of America","2008","Total","Both Sexes","Santa Clarita (CA)","City proper","Estimate - de jure","Final figure, complete","2009","169500","2,3"
"United States of America","2008","Total","Both Sexes","Santa Rosa (CA)","City proper","Estimate - de jure","Final figure, complete","2009","155796","2,3"
"United States of America","2008","Total","Both Sexes","Savannah (GA)","City proper","Estimate - de jure","Final figure, complete","2009","132410","2,3"
"United States of America","2008","Total","Both Sexes","Scottsdale (AZ)","City proper","Estimate - de jure","Final figure, complete","2009","235371","2,3"
"United States of America","2008","Total","Both Sexes","Seattle (WA)","City proper","Estimate - de jure","Final figure, complete","2009","598541","2,3"
"United States of America","2008","Total","Both Sexes","Shreveport (LA)","City proper","Estimate - de jure","Final figure, complete","2009","199729","2,3"
"United States of America","2008","Total","Both Sexes","Simi Valley (CA)","City proper","Estimate - de jure","Final figure, complete","2009","120543","2,3"
"United States of America","2008","Total","Both Sexes","Sioux Falls (SD)","City proper","Estimate - de jure","Final figure, complete","2009","154997","2,3"
"United States of America","2008","Total","Both Sexes","South Bend (IN)","City proper","Estimate - de jure","Final figure, complete","2009","103807","2,3"
"United States of America","2008","Total","Both Sexes","Spokane (WA)","City proper","Estimate - de jure","Final figure, complete","2009","202319","2,3"
"United States of America","2008","Total","Both Sexes","Springfield (IL)","City proper","Estimate - de jure","Final figure, complete","2009","117352","2,3"
"United States of America","2008","Total","Both Sexes","Springfield (MA)","City proper","Estimate - de jure","Final figure, complete","2009","150640","2,3"
"United States of America","2008","Total","Both Sexes","Springfield (MO)","City proper","Estimate - de jure","Final figure, complete","2009","156206","2,3"
"United States of America","2008","Total","Both Sexes","St. Louis (MO)","City proper","Estimate - de jure","Final figure, complete","2009","354361","2,3"
"United States of America","2008","Total","Both Sexes","St. Paul (MN)","City proper","Estimate - de jure","Final figure, complete","2009","279590","2,3"
"United States of America","2008","Total","Both Sexes","St. Petersburg (FL)","City proper","Estimate - de jure","Final figure, complete","2009","245314","2,3"
"United States of America","2008","Total","Both Sexes","Stamford (CT)","City proper","Estimate - de jure","Final figure, complete","2009","119303","2,3"
"United States of America","2008","Total","Both Sexes","Sterling Heights (MI)","City proper","Estimate - de jure","Final figure, complete","2009","127160","2,3"
"United States of America","2008","Total","Both Sexes","Stockton (CA)","City proper","Estimate - de jure","Final figure, complete","2009","287037","2,3"
"United States of America","2008","Total","Both Sexes","Sunnyvale (CA)","City proper","Estimate - de jure","Final figure, complete","2009","132109","2,3"
"United States of America","2008","Total","Both Sexes","Syracuse (NY)","City proper","Estimate - de jure","Final figure, complete","2009","138068","2,3"
"United States of America","2008","Total","Both Sexes","Tacoma (WA)","City proper","Estimate - de jure","Final figure, complete","2009","197181","2,3"
"United States of America","2008","Total","Both Sexes","Tallahassee (FL)","City proper","Estimate - de jure","Final figure, complete","2009","171922","2,3"
"United States of America","2008","Total","Both Sexes","Tampa (FL)","City proper","Estimate - de jure","Final figure, complete","2009","340882","2,3"
"United States of America","2008","Total","Both Sexes","Tempe (AZ)","City proper","Estimate - de jure","Final figure, complete","2009","175523","2,3"
"United States of America","2008","Total","Both Sexes","Thornton (CO)","City proper","Estimate - de jure","Final figure, complete","2009","113429","2,3"
"United States of America","2008","Total","Both Sexes","Thousand Oaks (CA)","City proper","Estimate - de jure","Final figure, complete","2009","123091","2,3"
"United States of America","2008","Total","Both Sexes","Toledo (OH)","City proper","Estimate - de jure","Final figure, complete","2009","293201","2,3"
"United States of America","2008","Total","Both Sexes","Topeka (KS)","City proper","Estimate - de jure","Final figure, complete","2009","123446","2,3"
"United States of America","2008","Total","Both Sexes","Torrance (CA)","City proper","Estimate - de jure","Final figure, complete","2009","140820","2,3"
"United States of America","2008","Total","Both Sexes","Tucson (AZ)","City proper","Estimate - de jure","Final figure, complete","2009","541811","2,3"
"United States of America","2008","Total","Both Sexes","Tulsa (OK)","City proper","Estimate - de jure","Final figure, complete","2009","385635","2,3"
"United States of America","2008","Total","Both Sexes","Vallejo (CA)","City proper","Estimate - de jure","Final figure, complete","2009","114729","2,3"
"United States of America","2008","Total","Both Sexes","Vancouver (WA)","City proper","Estimate - de jure","Final figure, complete","2009","163186","2,3"
"United States of America","2008","Total","Both Sexes","Victorville City (CA)","City proper","Estimate - de jure","Final figure, complete","2009","110318","2,3"
"United States of America","2008","Total","Both Sexes","Virginia Beach (VA)","City proper","Estimate - de jure","Final figure, complete","2009","433746","2,3"
"United States of America","2008","Total","Both Sexes","Visalia (CA)","City proper","Estimate - de jure","Final figure, complete","2009","121040","2,3"
"United States of America","2008","Total","Both Sexes","Waco (TX)","City proper","Estimate - de jure","Final figure, complete","2009","124009","2,3"
"United States of America","2008","Total","Both Sexes","Warren (MI)","City proper","Estimate - de jure","Final figure, complete","2009","133939","2,3"
"United States of America","2008","Total","Both Sexes","WASHINGTON (DC)","City proper","Estimate - de jure","Final figure, complete","2009","591833","2,3"
"United States of America","2008","Total","Both Sexes","Waterbury (CT)","City proper","Estimate - de jure","Final figure, complete","2009","107037","2,3"
"United States of America","2008","Total","Both Sexes","West Covina (CA)","City proper","Estimate - de jure","Final figure, complete","2009","105790","2,3"
"United States of America","2008","Total","Both Sexes","West Jordan (UT)","City proper","Estimate - de jure","Final figure, complete","2009","104447","2,3"
"United States of America","2008","Total","Both Sexes","West Valley City (UT)","City proper","Estimate - de jure","Final figure, complete","2009","123447","2,3"
"United States of America","2008","Total","Both Sexes","Westminster (CO)","City proper","Estimate - de jure","Final figure, complete","2009","107056","2,3"
"United States of America","2008","Total","Both Sexes","Wichita (KS)","City proper","Estimate - de jure","Final figure, complete","2009","366046","2,3"
"United States of America","2008","Total","Both Sexes","Wichita Falls (TX)","City proper","Estimate - de jure","Final figure, complete","2009","101202","2,3"
"United States of America","2008","Total","Both Sexes","Wilmington (NC)","City proper","Estimate - de jure","Final figure, complete","2008","100192","2,3"
"United States of America","2008","Total","Both Sexes","Winston-Salem (NC)","City proper","Estimate - de jure","Final figure, complete","2009","217600","2,3"
"United States of America","2008","Total","Both Sexes","Worcester (MA)","City proper","Estimate - de jure","Final figure, complete","2009","175011","2,3"
"United States of America","2008","Total","Both Sexes","Yonkers (NY)","City proper","Estimate - de jure","Final figure, complete","2009","201588","2,3"
"United States of America","2007","Total","Both Sexes","Abilene (TX)","City proper","Estimate - de jure","Final figure, complete","2008","116219","2,3"
"United States of America","2007","Total","Both Sexes","Akron (OH)","City proper","Estimate - de jure","Final figure, complete","2008","207934","2,3"
"United States of America","2007","Total","Both Sexes","Albuquerque (NM)","City proper","Estimate - de jure","Final figure, complete","2008","518271","2,3"
"United States of America","2007","Total","Both Sexes","Alexandria (VA)","City proper","Estimate - de jure","Final figure, complete","2008","140024","2,3"
"United States of America","2007","Total","Both Sexes","Allentown (PA)","City proper","Estimate - de jure","Final figure, complete","2008","107117","2,3"
"United States of America","2007","Total","Both Sexes","Amarillo (TX)","City proper","Estimate - de jure","Final figure, complete","2008","186106","2,3"
"United States of America","2007","Total","Both Sexes","Anaheim (CA)","City proper","Estimate - de jure","Final figure, complete","2008","333249","2,3"
"United States of America","2007","Total","Both Sexes","Anchorage (AK)","City proper","Estimate - de jure","Final figure, complete","2008","279671","2,3"
"United States of America","2007","Total","Both Sexes","Ann Arbor (MI)","City proper","Estimate - de jure","Final figure, complete","2008","115092","2,3"
"United States of America","2007","Total","Both Sexes","Arlington (TX)","City proper","Estimate - de jure","Final figure, complete","2008","371038","2,3"
"United States of America","2007","Total","Both Sexes","Arlington (VA)","City proper","Estimate - de jure","Final figure, complete","2008","204568","2,3"
"United States of America","2007","Total","Both Sexes","Arvada (CO)","City proper","Estimate - de jure","Final figure, complete","2008","106328","2,3"
"United States of America","2007","Total","Both Sexes","Athens (GA)","City proper","Estimate - de jure","Final figure, complete","2008","112760","2,3"
"United States of America","2007","Total","Both Sexes","Atlanta (GA)","City proper","Estimate - de jure","Final figure, complete","2008","519145","2,3"
"United States of America","2007","Total","Both Sexes","Augusta (GA)","City proper","Estimate - de jure","Final figure, complete","2008","192142","2,3"
"United States of America","2007","Total","Both Sexes","Aurora (CO)","City proper","Estimate - de jure","Final figure, complete","2008","311794","2,3"
"United States of America","2007","Total","Both Sexes","Aurora (IL)","City proper","Estimate - de jure","Final figure, complete","2008","170855","2,3"
"United States of America","2007","Total","Both Sexes","Austin (TX)","City proper","Estimate - de jure","Final figure, complete","2008","743074","2,3"
"United States of America","2007","Total","Both Sexes","Bakersfield (CA)","City proper","Estimate - de jure","Final figure, complete","2008","315837","2,3"
"United States of America","2007","Total","Both Sexes","Baltimore (MD)","City proper","Estimate - de jure","Final figure, complete","2008","637455","2,3"
